"dim","iso","year","quarter","techq","eu","median1st","median2nd","pres","GOV_POS","govmin","govmax","VP_RANGE","VP_RANGE_EU","minoritygov"
"GG",124,1990,121,121,,1.6666,-7.7566,,1.6666,1.6666,1.6666,9.4231,9.4231,0
"GG",124,1990,122,122,,1.5703,-7.4379,,1.5703,1.5703,1.5703,9.0082,9.0082,0
"GG",124,1990,123,123,,1.4741,1.4741,,1.4741,1.4741,1.4741,0,0,0
"GG",124,1991,124,124,,1.3778,1.3778,,1.3778,1.3778,1.3778,0,0,0
"GG",124,1991,125,125,,1.2816,1.2816,,1.2816,1.2816,1.2816,0,0,0
"GG",124,1991,126,126,,1.1853,1.1853,,1.1853,1.1853,1.1853,0,0,0
"GG",124,1991,127,127,,1.0891,1.0891,,1.0891,1.0891,1.0891,0,0,0
"GG",124,1992,128,128,,0.9928,0.9928,,0.9928,0.9928,0.9928,0,0,0
"GG",124,1992,129,129,,0.8966,0.8966,,0.8966,0.8966,0.8966,0,0,0
"GG",124,1992,130,130,,0.8003,0.8003,,0.8003,0.8003,0.8003,0,0,0
"GG",124,1992,131,131,,0.704,0.704,,0.704,0.704,0.704,0,0,0
"GG",124,1993,132,132,,0.6078,0.6078,,0.6078,0.6078,0.6078,0,0,0
"GG",124,1993,133,133,,0.5115,0.5115,,0.5115,0.5115,0.5115,0,0,0
"GG",124,1993,134,134,,0.4153,0.4153,,0.4153,0.4153,0.4153,0,0,0
"GG",124,1993,135,135,,-3.2949,0.319,,-3.2949,-3.2949,-3.2949,3.6139,3.6139,0
"GG",124,1994,136,136,,-3.1486,-0.0564,,-3.1486,-3.1486,-3.1486,3.0921,3.0921,0
"GG",124,1994,137,137,,-3.0023,-0.4319,,-3.0023,-3.0023,-3.0023,2.5703,2.5703,0
"GG",124,1994,138,138,,-2.8559,-0.8074,,-2.8559,-2.8559,-2.8559,2.0486,2.0486,0
"GG",124,1994,139,139,,-2.7096,-1.1829,,-2.7096,-2.7096,-2.7096,1.5268,1.5268,0
"GG",124,1995,140,140,,-2.5633,-1.5583,,-2.5633,-2.5633,-2.5633,1.005,1.005,0
"GG",124,1995,141,141,,-2.417,-1.9338,,-2.417,-2.417,-2.417,0.4832,0.4832,0
"GG",124,1995,142,142,,-2.2707,-2.3093,,-2.2707,-2.2707,-2.2707,0.0386,0.0386,0
"GG",124,1995,143,143,,-2.1244,-2.6848,,-2.1244,-2.1244,-2.1244,0.5604,0.5604,0
"GG",124,1996,144,144,,-1.9781,-1.9781,,-1.9781,-1.9781,-1.9781,0,0,0
"GG",124,1996,145,145,,-1.8318,-1.8318,,-1.8318,-1.8318,-1.8318,0,0,0
"GG",124,1996,146,146,,-1.6855,-2.7483,,-1.6855,-1.6855,-1.6855,1.0629,1.0629,0
"GG",124,1996,147,147,,-1.5392,-1.5392,,-1.5392,-1.5392,-1.5392,0,0,0
"GG",124,1997,148,148,,-1.3929,-1.3929,,-1.3929,-1.3929,-1.3929,0,0,0
"GG",124,1997,149,149,,-1.2466,-1.2466,,-1.2466,-1.2466,-1.2466,0,0,0
"GG",124,1997,150,150,,-1.8417,-3.474,,-1.8417,-1.8417,-1.8417,1.6323,1.6323,0
"GG",124,1997,151,151,,-2.4368,-2.4368,,-2.4368,-2.4368,-2.4368,0,0,0
"GG",124,1998,152,152,,-3.0319,-3.0319,,-3.0319,-3.0319,-3.0319,0,0,0
"GG",124,1998,153,153,,-3.627,-3.627,,-3.627,-3.627,-3.627,0,0,0
"GG",124,1998,154,154,,-4.2222,-4.2222,,-4.2222,-4.2222,-4.2222,0,0,0
"GG",124,1998,155,155,,-4.8173,-4.8173,,-4.8173,-4.8173,-4.8173,0,0,0
"GG",124,1999,156,156,,-5.4124,-5.4124,,-5.4124,-5.4124,-5.4124,0,0,0
"GG",124,1999,157,157,,-6.0075,-6.0075,,-6.0075,-6.0075,-6.0075,0,0,0
"GG",124,1999,158,158,,-6.6026,-6.6026,,-6.6026,-6.6026,-6.6026,0,0,0
"GG",124,1999,159,159,,-7.1978,-7.1978,,-7.1978,-7.1978,-7.1978,0,0,0
"GG",124,2000,160,160,,-7.7929,-7.7929,,-7.7929,-7.7929,-7.7929,0,0,0
"GG",124,2000,161,161,,-8.388,-8.388,,-8.388,-8.388,-8.388,0,0,0
"GG",124,2000,162,162,,-8.9831,-8.9831,,-8.9831,-8.9831,-8.9831,0,0,0
"GG",124,2000,163,163,,-9.5782,-9.5782,,-9.5782,-9.5782,-9.5782,0,0,0
"GG",124,2001,164,164,,-9.2825,-9.2825,,-9.2825,-9.2825,-9.2825,0,0,0
"GG",124,2001,165,165,,-8.9868,-8.9868,,-8.9868,-8.9868,-8.9868,0,0,0
"GG",124,2001,166,166,,-8.6911,-8.6911,,-8.6911,-8.6911,-8.6911,0,0,0
"GG",124,2001,167,167,,-8.3954,-8.3954,,-8.3954,-8.3954,-8.3954,0,0,0
"GG",124,2002,168,168,,-8.0997,-8.0997,,-8.0997,-8.0997,-8.0997,0,0,0
"GG",124,2002,169,169,,-7.804,-7.804,,-7.804,-7.804,-7.804,0,0,0
"GG",124,2002,170,170,,-7.5083,-7.5083,,-7.5083,-7.5083,-7.5083,0,0,0
"GG",124,2002,171,171,,-7.2125,-7.2125,,-7.2125,-7.2125,-7.2125,0,0,0
"GG",124,2003,172,172,,-6.9168,-6.9168,,-6.9168,-6.9168,-6.9168,0,0,0
"GG",124,2003,173,173,,-6.6211,-6.6211,,-6.6211,-6.6211,-6.6211,0,0,0
"GG",124,2003,174,174,,-6.3254,-6.3254,,-6.3254,-6.3254,-6.3254,0,0,0
"GG",124,2003,175,175,,-6.0297,-6.0297,,-6.0297,-6.0297,-6.0297,0,0,0
"GG",124,2004,176,176,,-5.734,-5.734,,-5.734,-5.734,-5.734,0,0,0
"GG",124,2004,177,177,,-5.4383,-5.4383,,-5.4383,-5.4383,-5.4383,0,0,0
"GG",124,2004,178,178,,-4.5961,-4.5961,,-3.9285,-4.5961,-3.0182,1.5779,1.5779,1
"GG",124,2004,179,179,,-3.7538,-3.7538,,-3.2002,-3.7538,-2.4451,1.3087,1.3087,1
"GG",124,2005,180,180,,-2.9116,-2.9116,,-2.4718,-2.9116,-1.8721,1.0395,1.0395,1
"GG",124,2005,181,181,,-2.0694,-2.0694,,-1.7435,-2.0694,-1.2991,0.7703,0.7703,1
"GG",124,2005,182,182,,-1.2272,-1.2272,,-1.0151,-1.2272,-0.726,0.5012,0.5012,1
"GG",124,2005,183,183,,-0.3849,-0.3849,,-0.2868,-0.3849,-0.153,0.232,0.232,1
"GG",124,2006,184,184,,0.4201,0.4573,,0.437,0.4201,0.4573,0.0372,0.0372,1
"GG",124,2006,185,185,,0.0629,0.0629,,0.5023,0.0629,0.8355,0.7726,0.7726,1
"GG",124,2006,186,186,,-0.3316,-0.3316,,0.4584,-0.3316,1.2509,1.5825,1.5825,1
"GG",124,2006,187,187,,-0.726,-0.726,,0.5808,-0.726,1.6663,2.3923,2.3923,1
"GG",124,2007,188,188,,-1.1204,-1.1204,,0.6288,-1.1204,2.0818,3.2021,3.2021,1
"GG",124,2007,189,189,,-1.5148,-1.5148,,0.6768,-1.5148,2.4972,4.012,4.012,1
"GG",124,2007,190,190,,-1.9092,-1.9092,,0.7247,-1.9092,2.9126,4.8218,4.8218,1
"GG",124,2007,191,191,,-2.3036,-2.3036,,0.7727,-2.3036,3.328,5.6316,5.6316,1
"GG",124,2008,192,192,,-2.6309,-2.698,,1.8858,-2.6309,3.7434,6.4415,6.4415,1
"GG",124,2008,193,193,,-2.5871,-3.0924,,2.1929,-2.5871,4.1589,7.2513,7.2513,1
"GG",124,2008,194,194,,-2.5433,-3.4869,,2.5,-2.5433,4.5743,8.0611,8.0611,1
"GG",124,2008,195,195,,-2.4995,-3.8813,,3.0784,-2.4995,4.9897,8.871,8.871,1
"GG",124,2009,196,196,,-2.7302,-3.8303,,3.1103,-2.7302,5.1115,8.9418,8.9418,1
"GG",124,2009,197,197,,-2.9609,-3.7793,,3.1421,-2.9609,5.2334,9.0127,9.0127,1
"GG",124,2009,198,198,,-3.1915,-3.7283,,3.174,-3.1915,5.3552,9.0835,9.0835,1
"GG",124,2009,199,199,,-3.4222,-3.6773,,3.2059,-3.4222,5.477,9.1543,9.1543,1
"GG",124,2010,200,200,,-3.6263,5.5989,,2.3701,-3.6263,5.5989,9.2252,9.2252,1
"GG",124,2010,201,201,,-3.5753,5.7207,,2.4671,-3.5753,5.7207,9.296,9.296,1
"GG",124,2010,202,202,,-3.5243,5.8425,,2.5641,-3.5243,5.8425,9.3669,9.3669,1
"GG",124,2010,203,203,,-3.4733,5.9644,,2.6612,-3.4733,5.9644,9.4377,9.4377,1
"GG",124,2011,204,204,,-3.4223,6.0862,,2.7582,-3.4223,6.0862,9.5085,9.5085,1
"GG",124,2011,205,205,,6.208,6.208,,6.208,6.208,6.208,0,0,0
"GG",124,2011,206,206,,6.3599,6.3599,,6.3599,6.3599,6.3599,0,0,0
"GG",124,2011,207,207,,6.5118,6.5118,,6.5118,6.5118,6.5118,0,0,0
"GG",124,2012,208,208,,6.6637,6.6637,,6.6637,6.6637,6.6637,0,0,0
"GG",124,2012,209,209,,6.8155,6.8155,,6.8155,6.8155,6.8155,0,0,0
"GG",124,2012,210,210,,6.9674,6.9674,,6.9674,6.9674,6.9674,0,0,0
"GG",124,2012,211,211,,7.1193,7.1193,,7.1193,7.1193,7.1193,0,0,0
"GG",124,2013,212,212,,7.2711,7.2711,,7.2711,7.2711,7.2711,0,0,0
"GG",124,2013,213,213,,7.423,7.423,,7.423,7.423,7.423,0,0,0
"GG",124,2013,214,214,,7.5749,7.5749,,7.5749,7.5749,7.5749,0,0,0
"GG",124,2013,215,215,,7.7267,7.7267,,7.7267,7.7267,7.7267,0,0,0
"GG",124,2014,216,216,,7.8786,7.8786,,7.8786,7.8786,7.8786,0,0,0
"GG",124,2014,217,217,,8.0305,8.0305,,8.0305,8.0305,8.0305,0,0,0
"GG",124,2014,218,218,,8.1824,8.1824,,8.1824,8.1824,8.1824,0,0,0
"GG",124,2014,219,219,,8.3342,8.3342,,8.3342,8.3342,8.3342,0,0,0
"GG",124,2015,220,220,,8.4861,8.4861,,8.4861,8.4861,8.4861,0,0,0
"GG",124,2015,221,221,,8.638,8.638,,8.638,8.638,8.638,0,0,0
"GG",124,2015,222,222,,8.7898,8.7898,,8.7898,8.7898,8.7898,0,0,0
"GG",124,2015,223,223,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2016,224,224,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2016,225,225,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2016,226,226,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2016,227,227,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2017,228,228,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2017,229,229,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2017,230,230,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2017,231,231,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2018,232,232,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2018,233,233,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2018,234,234,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2018,235,235,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2019,236,236,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2019,237,237,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2019,238,238,,0.7424,8.9417,,0.7424,0.7424,0.7424,8.1993,8.1993,0
"GG",124,2019,239,239,,0.7424,8.9417,,0.4987,-0.9902,0.7424,9.9319,9.9319,1
"GG",124,2020,240,240,,0.7424,8.9417,,0.4987,-0.9902,0.7424,9.9319,9.9319,1
"GG",124,2020,241,241,,0.7424,8.9417,,0.4987,-0.9902,0.7424,9.9319,9.9319,1
"GG",124,2020,242,242,,0.7424,8.9417,,0.4987,-0.9902,0.7424,9.9319,9.9319,1
"GG",124,2020,243,243,,0.7424,8.9417,,0.4987,-0.9902,0.7424,9.9319,9.9319,1
"GG",191,1990,121,121,,3.7068,,3.7068,3.7068,3.7068,3.7068,0,0,0
"GG",191,1990,122,122,,2.866,,2.866,2.866,2.866,2.866,0,0,0
"GG",191,1990,123,123,,2.0251,,2.0251,2.0251,2.0251,2.0251,0,0,0
"GG",191,1991,124,124,,1.1843,,1.1843,1.1843,1.1843,1.1843,0,0,0
"GG",191,1991,125,125,,0.3435,,0.3435,0.3435,0.3435,0.3435,0,0,0
"GG",191,1991,126,126,,-0.4973,,-0.4973,0.657,-0.4973,4.12,4.6173,4.6173,0
"GG",191,1991,127,127,,-1.3382,,-1.3382,0.1187,-1.3382,4.4891,5.8273,5.8273,0
"GG",191,1992,128,128,,-2.179,,-2.179,-0.4197,-2.179,4.8582,7.0372,7.0372,0
"GG",191,1992,129,129,,-3.0198,,-3.0198,-0.958,-3.0198,5.2274,8.2472,8.2472,0
"GG",191,1992,130,130,,-3.8606,,-3.8606,-3.8606,-3.8606,-3.8606,0,0,0
"GG",191,1992,131,131,,-4.1918,,-4.1918,-4.1918,-4.1918,-4.1918,0,0,0
"GG",191,1993,132,132,,-4.5229,,-4.5229,-4.5229,-4.5229,-4.5229,0,0,0
"GG",191,1993,133,133,,-4.8541,,-4.8541,-4.8541,-4.8541,-4.8541,0,0,0
"GG",191,1993,134,134,,-5.1853,,-5.1853,-5.1853,-5.1853,-5.1853,0,0,0
"GG",191,1993,135,135,,-5.5164,,-5.5164,-5.5164,-5.5164,-5.5164,0,0,0
"GG",191,1994,136,136,,-5.8476,,-5.8476,-5.8476,-5.8476,-5.8476,0,0,0
"GG",191,1994,137,137,,-6.1787,,-6.1787,-6.1787,-6.1787,-6.1787,0,0,0
"GG",191,1994,138,138,,-6.5099,,-6.5099,-6.5099,-6.5099,-6.5099,0,0,0
"GG",191,1994,139,139,,-6.841,,-6.841,-6.841,-6.841,-6.841,0,0,0
"GG",191,1995,140,140,,-7.1722,,-7.1722,-7.1722,-7.1722,-7.1722,0,0,0
"GG",191,1995,141,141,,-7.5033,,-7.5033,-7.5033,-7.5033,-7.5033,0,0,0
"GG",191,1995,142,142,,-7.8345,,-7.8345,-7.8345,-7.8345,-7.8345,0,0,0
"GG",191,1995,143,143,,-8.1657,,-8.1657,-8.1657,-8.1657,-8.1657,0,0,0
"GG",191,1996,144,144,,-7.33,,-7.33,-7.33,-7.33,-7.33,0,0,0
"GG",191,1996,145,145,,-6.4943,,-6.4943,-6.4943,-6.4943,-6.4943,0,0,0
"GG",191,1996,146,146,,-5.6586,,-5.6586,-5.6586,-5.6586,-5.6586,0,0,0
"GG",191,1996,147,147,,-4.8229,,-4.8229,-4.8229,-4.8229,-4.8229,0,0,0
"GG",191,1997,148,148,,-3.9872,,-3.9872,-3.9872,-3.9872,-3.9872,0,0,0
"GG",191,1997,149,149,,-3.1515,,-3.1515,-3.1515,-3.1515,-3.1515,0,0,0
"GG",191,1997,150,150,,-2.3158,,-2.3158,-2.3158,-2.3158,-2.3158,0,0,0
"GG",191,1997,151,151,,-1.4801,,-1.4801,-1.4801,-1.4801,-1.4801,0,0,0
"GG",191,1998,152,152,,-0.6445,,-0.6445,-0.6445,-0.6445,-0.6445,0,0,0
"GG",191,1998,153,153,,0.1912,,0.1912,0.1912,0.1912,0.1912,0,0,0
"GG",191,1998,154,154,,1.0269,,1.0269,1.0269,1.0269,1.0269,0,0,0
"GG",191,1998,155,155,,1.8626,,1.8626,1.8626,1.8626,1.8626,0,0,0
"GG",191,1999,156,156,,2.6983,,2.6983,2.6983,2.6983,2.6983,0,0,0
"GG",191,1999,157,157,,3.534,,3.534,3.534,3.534,3.534,0,0,0
"GG",191,1999,158,158,,4.3697,,4.3697,4.3697,4.3697,4.3697,0,0,0
"GG",191,1999,159,159,,5.2054,,5.2054,5.2054,5.2054,5.2054,0,0,0
"GG",191,2000,160,160,,6.0411,,,6.6667,1.2339,36.1591,34.9252,34.9252,0
"GG",191,2000,161,161,,5.4958,,34.9676,6.8543,1.796,34.9676,33.1716,33.1716,0
"GG",191,2000,162,162,,4.9505,,33.7761,7.042,2.3581,33.7761,31.418,31.418,0
"GG",191,2000,163,163,,4.4052,,32.5847,7.2296,2.9202,32.5847,29.6644,29.6644,0
"GG",191,2001,164,164,,4.1241,,31.3932,7.4173,3.4824,31.3932,27.9108,27.9108,0
"GG",191,2001,165,165,,4.1481,,30.2017,7.6049,4.0445,30.2017,26.1572,26.1572,0
"GG",191,2001,166,166,,4.1721,,29.0102,7.7926,4.1721,29.0102,24.8381,24.8381,0
"GG",191,2001,167,167,,4.1961,,27.8187,7.9803,4.1961,27.8187,23.6226,23.6226,0
"GG",191,2002,168,168,,4.2201,,26.6272,8.1679,4.2201,26.6272,22.4072,22.4072,0
"GG",191,2002,169,169,,4.244,,25.4357,8.3556,4.244,25.4357,21.1917,21.1917,0
"GG",191,2002,170,170,,4.268,,24.2442,8.6331,4.268,24.2442,19.9762,19.9762,0
"GG",191,2002,171,171,,4.292,,23.0528,8.8481,4.292,23.0528,18.7607,18.7607,0
"GG",191,2003,172,172,,4.316,,21.8613,9.063,4.316,21.8613,17.5453,17.5453,0
"GG",191,2003,173,173,,4.34,,20.6698,9.278,4.34,20.6698,16.3298,16.3298,0
"GG",191,2003,174,174,,4.364,,19.4783,9.4929,4.364,19.4783,15.1143,15.1143,0
"GG",191,2003,175,175,,4.3879,,18.2868,9.7079,4.3879,18.839,14.4511,14.4511,0
"GG",191,2004,176,176,,-1.7934,,18.9578,0.7496,-1.7934,17.4532,19.2466,19.2466,1
"GG",191,2004,177,177,,-1.4483,,19.6288,0.7033,-1.4483,16.0674,17.5157,17.5157,1
"GG",191,2004,178,178,,-1.1032,,20.2997,0.7415,-1.1032,14.6816,15.7848,15.7848,1
"GG",191,2004,179,179,,-0.7581,,20.9707,0.7797,-0.7581,13.2958,14.0539,14.0539,1
"GG",191,2005,180,180,,-0.413,,21.6417,0.8179,-0.413,11.91,12.323,12.323,1
"GG",191,2005,181,181,,-0.0679,,,0.8562,-0.0679,10.5242,10.592,10.592,1
"GG",191,2005,182,182,,0.2772,,,0.8944,0.2772,9.1384,8.8611,8.8611,1
"GG",191,2005,183,183,,0.6224,,,0.9326,0.6224,7.7526,7.1302,7.1302,1
"GG",191,2006,184,184,,0.9675,,,1.2748,0.9675,6.3668,5.3993,5.3993,1
"GG",191,2006,185,185,,1.3126,,,1.48,1.3126,4.981,3.6684,3.6684,1
"GG",191,2006,186,186,,1.6577,,,1.6384,0.7456,3.5952,2.8496,2.8496,1
"GG",191,2006,187,187,,2.0028,,,1.8889,0.1681,3.6512,3.4831,3.4831,1
"GG",191,2007,188,188,,2.3479,,,2.0639,-0.4094,3.6512,4.0606,4.0606,1
"GG",191,2007,189,189,,2.693,,,2.2389,-0.9869,3.6512,4.6381,4.6381,1
"GG",191,2007,190,190,,3.0381,,,2.4138,-1.9481,3.6512,5.5992,5.5992,1
"GG",191,2007,191,191,,3.3832,,,2.5888,-3.3339,3.6512,6.985,6.985,1
"GG",191,2008,192,192,,3.7124,,,2.6594,-3.3339,3.7124,7.0463,7.0463,0
"GG",191,2008,193,193,,4.0416,,,3.1299,-3.3339,4.0416,7.3755,7.3755,0
"GG",191,2008,194,194,,4.3708,,,3.6004,-3.3339,4.3708,7.7047,7.7047,0
"GG",191,2008,195,195,,4.7001,,,4.0709,-3.3339,4.7001,8.034,8.034,0
"GG",191,2009,196,196,,5.0293,,,4.5415,-3.3339,5.0293,8.3632,8.3632,0
"GG",191,2009,197,197,,5.3585,,,5.012,-3.3339,6.4536,9.7874,9.7874,0
"GG",191,2009,198,198,,5.6877,,,5.6795,-3.3339,7.8861,11.22,11.22,1
"GG",191,2009,199,199,,6.0169,,,6.114,-3.3339,9.3187,12.6526,12.6526,1
"GG",191,2010,200,200,,6.3462,,,6.5484,-3.3339,10.7513,14.0852,14.0852,1
"GG",191,2010,201,201,,6.6754,,3.9916,6.9829,-3.3339,12.1839,15.5178,15.5178,1
"GG",191,2010,202,202,,7.0046,,4.643,7.4609,-3.3339,13.6165,16.9503,16.9503,1
"GG",191,2010,203,203,,7.3338,,5.2943,7.8781,-3.3339,15.049,18.3829,18.3829,1
"GG",191,2011,204,204,,7.663,,5.9457,8.3057,-3.3339,16.4816,19.8155,19.8155,1
"GG",191,2011,205,205,,7.9923,,6.597,8.7762,-3.3339,17.9142,21.2481,21.2481,1
"GG",191,2011,206,206,,8.3215,,7.2484,9.1791,-3.3339,19.3468,22.6807,22.6807,1
"GG",191,2011,207,207,,8.6507,,7.8997,9.7172,-3.3339,20.7793,24.1132,24.1132,1
"GG",191,2012,208,208,,7.9772,,7.9772,7.9751,7.9243,7.9772,0.0529,0.0529,0
"GG",191,2012,209,209,,8.0546,,8.0546,8.0505,7.9488,8.0546,0.1058,0.1058,0
"GG",191,2012,210,210,,8.1321,,8.1321,8.1259,7.9733,8.1321,0.1587,0.1587,0
"GG",191,2012,211,211,,8.2095,,8.2095,8.2013,7.9979,8.2095,0.2117,0.2117,0
"GG",191,2013,212,212,,8.287,,8.287,8.2767,8.0224,8.287,0.2646,0.2646,0
"GG",191,2013,213,213,,8.3644,,8.3644,8.3521,8.0469,8.3644,0.3175,0.3175,0
"GG",191,2013,214,214,1,8.4419,,8.4419,8.4274,8.0715,8.4419,0.3704,6.5309,0
"GG",191,2013,215,215,1,8.5193,,8.5193,8.5028,8.096,8.5193,0.4233,6.5935,0
"GG",191,2014,216,216,1,8.5968,,8.5968,8.5782,8.1205,8.5968,0.4762,6.2023,0
"GG",191,2014,217,217,1,8.6742,,8.6742,8.6536,8.1451,8.6742,0.5291,6.1838,0
"GG",191,2014,218,218,1,8.7517,,8.7517,8.729,8.1696,8.7517,0.5821,7.1887,0
"GG",191,2014,219,219,1,8.8291,,8.8291,8.8044,8.1941,8.8291,0.635,7.013,0
"GG",191,2015,220,220,1,8.9066,,,8.8797,8.2187,8.9066,0.6879,6.6663,0
"GG",191,2015,221,221,1,8.984,,7.8106,8.9551,8.2432,8.984,0.7408,6.743,0
"GG",191,2015,222,222,1,9.0614,,7.7506,9.0305,8.2677,9.0614,0.7937,7.1019,0
"GG",191,2015,223,223,1,9.1389,,7.6906,8.4074,7.6906,10.079,2.3884,8.5486,1
"GG",191,2016,224,224,1,7.7549,,7.7549,9.2853,7.7549,13.5544,5.7995,12.066,0
"GG",191,2016,225,225,1,7.8191,,7.8191,8.9837,7.8191,12.2323,4.4131,10.7835,0
"GG",191,2016,226,226,1,7.8834,,7.8834,8.6821,7.8834,10.9101,3.0268,9.7852,0
"GG",191,2016,227,227,1,7.4579,,7.4579,7.8947,7.4579,9.9105,2.4526,9.1109,0
"GG",191,2017,228,228,1,7.0324,,7.0324,7.367,7.0324,8.9109,1.8785,8.3973,0
"GG",191,2017,229,229,1,6.6069,,6.6069,6.8392,6.6069,7.9113,1.3044,7.321,0
"GG",191,2017,230,230,1,6.1815,,6.1815,5.7223,0.8924,6.9117,6.0193,6.7211,1
"GG",191,2017,231,231,1,5.756,,5.756,5.2159,0.5498,5.9121,5.3623,5.8532,1
"GG",191,2018,232,232,1,4.9125,,5.3305,4.7019,0.2073,5.3305,5.1232,5.1232,1
"GG",191,2018,233,233,1,3.9129,,4.905,4.1945,-0.1353,4.905,5.0403,5.0403,1
"GG",191,2018,234,234,1,2.9133,,4.4795,3.6967,-0.4779,4.4795,4.9574,4.9574,1
"GG",191,2018,235,235,1,2.2627,,4.0541,3.3079,-0.8204,4.0541,4.8745,4.8745,1
"GG",191,2019,236,236,1,2.2627,,3.6286,2.9356,-1.163,3.6286,4.7916,4.7916,1
"GG",191,2019,237,237,1,2.2627,,3.2031,2.555,-1.5055,3.2031,4.7086,4.7086,1
"GG",191,2019,238,238,1,2.2627,,2.7776,2.1835,-1.8481,2.7776,4.6257,4.6257,1
"GG",191,2019,239,239,1,2.2627,,2.3521,1.7595,-2.1907,2.3521,4.5428,4.897,1
"GG",191,2020,240,240,1,1.9267,,1.9267,1.3415,-2.5332,1.9267,4.4599,5.1184,1
"GG",191,2020,241,241,1,1.5012,,-0.7536,0.9365,-2.8758,1.5012,4.377,4.7896,1
"GG",191,2020,242,242,1,0.4125,,-0.9547,0.8961,-3.2184,1.0757,4.2941,4.2941,1
"GG",191,2020,243,243,1,0.4125,,-0.9547,0.9463,0.4125,1.0757,0.6632,4.1437,1
"GG",196,1996,145,145,,3.3005,,4.0365,3.7753,3.3005,4.0365,0.736,0.736,1
"GG",196,1996,146,146,,3.3364,,3.8855,3.7073,3.3364,3.8855,0.549,0.549,1
"GG",196,1996,147,147,,3.3724,,3.7344,3.6241,3.3724,3.7799,0.4076,0.4076,1
"GG",196,1997,148,148,,3.4083,,3.5834,3.525,3.4083,3.5834,0.1751,0.1751,1
"GG",196,1997,149,149,,3.4323,,3.4323,3.4363,3.4323,3.4442,0.0119,0.0119,1
"GG",196,1997,150,150,,3.2813,,3.2813,3.3476,3.2813,3.4801,0.1988,0.1988,1
"GG",196,1997,151,151,,3.1303,,3.1303,3.2589,3.1303,3.5161,0.3858,0.3858,1
"GG",196,1998,152,152,,2.9792,,2.9792,3.1701,2.9792,3.552,0.5728,0.5728,1
"GG",196,1998,153,153,,2.8282,,2.8282,3.0814,2.8282,3.5879,0.7597,0.7597,1
"GG",196,1998,154,154,,2.6771,,2.6771,2.9927,2.6771,3.6239,0.9467,0.9467,1
"GG",196,1998,155,155,,2.5261,,2.5261,2.904,2.5261,3.6598,1.1337,1.1337,1
"GG",196,1999,156,156,,2.3751,,2.3751,2.8153,2.3751,3.6957,1.3207,1.3207,1
"GG",196,1999,157,157,,2.224,,2.224,2.7266,2.224,3.7316,1.5076,1.5076,1
"GG",196,1999,158,158,,2.073,,2.073,2.6378,2.073,3.7676,1.6946,1.6946,1
"GG",196,1999,159,159,,1.9219,,1.9219,2.626,1.9219,3.8035,1.8816,1.8816,1
"GG",196,2000,160,160,,1.7709,,1.7709,2.5429,1.7709,3.8394,2.0685,2.0685,1
"GG",196,2000,161,161,,1.6198,,1.6198,2.4597,1.6198,3.8754,2.2555,2.2555,1
"GG",196,2000,162,162,,1.4688,,1.4688,1.9475,-0.7982,3.9113,4.7095,4.7095,1
"GG",196,2000,163,163,,1.3178,,1.3178,1.9166,-0.4947,3.9472,4.442,4.442,1
"GG",196,2001,164,164,,1.1667,,1.1667,1.8857,-0.1912,3.9831,4.1744,4.1744,1
"GG",196,2001,165,165,,1.0157,,1.0157,1.8547,0.1122,4.0191,3.9068,3.9068,1
"GG",196,2001,166,166,,0.9475,,0.9475,1.7058,-0.047,3.855,3.902,3.902,1
"GG",196,2001,167,167,,0.8793,,0.8793,1.5344,-0.2062,3.691,3.8972,3.8972,1
"GG",196,2002,168,168,,0.8111,,0.8111,1.4279,-0.3655,3.527,3.8924,3.8924,1
"GG",196,2002,169,169,,0.7429,,0.7429,1.3214,-0.5247,3.363,3.8876,3.8876,1
"GG",196,2002,170,170,,0.6747,,0.6747,1.2148,-0.6839,3.1989,3.8828,3.8828,1
"GG",196,2002,171,171,,0.6065,,0.6065,1.1083,-0.8431,3.0349,3.878,3.878,1
"GG",196,2003,172,172,,0.5384,,0.5384,1.0018,-1.0024,2.8709,3.8732,3.8732,1
